AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Gesture
-1064,-4276,18464,-1038,2212,-2221
-1324,-4192,18632,-1136,2070,-2409
-1632,-4300,18800,-1204,1581,-2589
-1396,-4508,18968,-1352,1356,-2762
-1860,-4720,18820,-853,1879,-1969
-1908,-4752,18816,-893,1931,-2053
-2064,-4656,18728,-1040,1785,-2181
-2464,-4632,18744,-1151,1470,-2180
-2592,-4732,18792,-1221,1340,-2209
-2860,-4792,19084,-1218,1034,-2245
-3128,-4688,19028,-1266,639,-2111
-3136,-4672,18916,-1393,135,-2082
-3252,-4684,19076,-1437,-529,-2027
-2524,-4736,18768,-1405,-720,-1917
-2364,-4624,19264,-1100,-384,-1081
-2272,-4692,18868,-1011,-506,-969
-1900,-4444,18952,-938,-497,-854
-1780,-4580,18696,-915,-309,-828
-1788,-4640,18700,-853,-223,-809
-1908,-4500,18712,-885,-107,-732
-1916,-4432,18888,-995,-100,-797
-1804,-4432,18696,-1132,-123,-871
-1840,-4632,18904,-1153,-160,-874
-1932,-4832,18980,-1059,-84,-895
-1644,-5096,18768,-728,-368,-652
-1608,-4952,18804,-684,-177,-652
-1672,-4732,18896,-625,-109,-421
-1504,-4744,19052,-689,-141,-250
-1572,-4660,18980,-696,-81,-134
-1572,-4728,18824,-757,-11,-81
-1688,-5008,18828,-724,55,20
-1272,-3328,19676,-1285,2420,761
-1404,-3296,19504,-1109,1983,657
-1808,-3276,19344,-1044,1309,649
-1652,-3252,19276,-983,819,597
-1728,-3072,19260,-870,330,753
-1924,-2988,19076,-1007,-29,938
-2064,-2696,19228,-1144,-502,1207
-1912,-2920,19104,-1331,-920,1233
-1852,-3008,19128,-1545,-1418,1151
-1416,-3248,19064,-1725,-1613,877
620,-3928,19048,-1740,-1111,-635
544,-4028,19004,-1658,-1071,-645
768,-4212,19148,-1474,-871,-831
1116,-4164,18968,-1398,-608,-1161
1308,-4472,18888,-1341,-136,-1369
1440,-4372,18932,-1034,458,-1381
1728,-4360,18968,-742,1372,-1334
1596,-4548,19112,-393,2129,-1201
1596,-4472,19268,-204,2820,-1202
1228,-4736,19420,-62,3091,-1211
368,-3896,18984,116,1740,-4258
340,-3668,18884,35,1722,-4470
96,-3384,18816,-272,1758,-4627
-8,-3516,18824,-442,1827,-4720
-348,-3508,18972,-581,1894,-4545
-372,-3684,18944,-568,1945,-4197
-172,-3860,18972,-471,2113,-4063
-36,-4188,18968,-156,2281,-4096
188,-4176,18716,2,2624,-4270
436,-4184,18328,201,3057,-4582
-1768,-3424,19372,-1412,-445,-5402
-1620,-3528,19468,-1544,-619,-5429
-1500,-3464,19532,-1755,-685,-5544
-1220,-3600,19516,-1898,-610,-5558
-1276,-3824,19652,-1888,-615,-5351
-848,-3924,19540,-1755,-284,-5149
-848,-3952,19448,-1665,232,-4843
-968,-3920,19672,-1483,616,-4764
-1252,-3924,19868,-1342,726,-4729
-1132,-3800,19540,-1189,639,-4520
-1660,-3592,19548,-1436,-703,-4156
-1452,-3576,19544,-1561,-990,-4288
-1188,-3840,19412,-1479,-1323,-4362
-800,-3912,19200,-1351,-1133,-4421
-756,-3848,19124,-1166,-680,-4085
-704,-3892,19256,-1114,-49,-3795
-924,-3732,19316,-980,239,-3521
-1012,-3840,19520,-951,203,-3517
-1420,-3656,19572,-849,-380,-3547
-1020,-4024,19324,-960,-646,-3733
-288,-3884,19308,-1510,-2450,-3136
-92,-4292,19112,-1449,-2495,-3131
428,-4304,19072,-1353,-2255,-3218
612,-4452,19068,-1186,-1932,-3161
676,-4176,19032,-998,-1418,-3203
684,-4064,19176,-874,-885,-3014
552,-3936,19256,-809,-512,-2719
380,-3976,19332,-812,-625,-2649
564,-4164,19340,-804,-750,-2724
800,-4212,19268,-744,-724,-2757
956,-3796,19104,-861,-16,-3634
904,-3768,19020,-1055,-328,-3497
1108,-3888,18956,-1248,-659,-3710
1620,-4304,18880,-1288,-688,-4079
1996,-4660,18820,-1150,-309,-4343
2072,-4588,19088,-855,283,-4533
1932,-4536,18976,-685,929,-4484
1816,-4412,19124,-485,1436,-4380
1272,-4072,18772,-394,1616,-4068
1004,-3996,18820,-456,1529,-3957
432,-3904,18640,-1679,711,-5356
300,-3900,18824,-1624,722,-5125
144,-3960,18932,-1591,654,-5135
308,-3952,18892,-1533,524,-5141
400,-4064,18844,-1431,469,-5018
436,-4056,18680,-1401,557,-5031
512,-4052,18708,-1396,630,-5002
548,-3988,18864,-1464,690,-5106
440,-4016,18888,-1474,725,-5157
616,-3916,18916,-1407,881,-4968
732,-4084,19184,-1521,941,-4138
484,-4016,19280,-1558,875,-4157
576,-4032,19200,-1671,684,-4208
672,-4124,19064,-1669,559,-4253
892,-4176,19008,-1577,839,-4053
776,-4040,18832,-1547,1068,-3606
612,-4204,18888,-1496,1046,-3416
448,-4356,18792,-1510,680,-3445
308,-4316,18832,-1669,66,-3880
228,-4472,18872,-1785,-942,-4441
-476,-4216,19856,-1277,-1023,-4390
-48,-4176,19660,-1400,-1776,-4286
424,-4432,19696,-1479,-2356,-4403
708,-4552,19436,-1472,-2713,-4528
1112,-4544,19500,-1400,-2849,-4692
1440,-4452,19236,-1353,-2443,-4496
1788,-4348,19220,-1226,-1796,-4114
1696,-4432,19208,-1125,-1148,-3853
1532,-4272,19476,-1089,-814,-3695
1420,-4408,19320,-1061,-870,-3647
2372,-4388,18504,-1738,-1034,-3842
2356,-4396,18448,-1829,-966,-3862
2396,-4316,18540,-1946,-814,-3818
2700,-4096,18348,-2067,-533,-3815
2564,-4460,18688,-2150,-157,-3721
2548,-4684,18812,-2177,252,-3719
2444,-4568,18844,-2124,392,-3732
2372,-4464,18884,-2216,511,-3890
2524,-4588,18948,-2258,725,-4045
2576,-4728,18856,-2170,1038,-3998
2116,-4836,18864,-1252,2413,-3297
1916,-4672,18912,-1040,2416,-3303
1620,-4360,18588,-1130,2091,-3540
1620,-4208,18592,-1309,1712,-3742
1756,-4216,18604,-1488,1521,-3738
1892,-4416,18696,-1569,1619,-3671
2044,-4704,18828,-1638,1811,-3675
1960,-4668,18920,-1530,1991,-3534
1928,-4636,18736,-1531,2127,-3511
2024,-4556,18732,-1436,2284,-3321
736,-4600,18692,-1543,1471,-3388
648,-4652,18728,-1636,1053,-3668
1004,-4688,18696,-1746,634,-3921
1224,-4708,18588,-1772,649,-3701
1760,-4600,18512,-1748,1246,-3227
1644,-4728,18612,-1696,1696,-2840
1180,-4840,18660,-1702,1748,-2873
1016,-4808,18764,-1733,1264,-3081
1208,-4824,18636,-1791,727,-3381
1364,-4732,18448,-1919,418,-3672
1312,-5116,18928,-1913,2158,-3264
1528,-5180,18752,-1946,2220,-3148
1840,-5520,18508,-1908,2477,-3097
1740,-5576,18620,-1671,2778,-3173
1448,-5624,19064,-1509,2972,-3212
968,-5584,19184,-1369,2684,-3140
716,-5248,19156,-1389,2006,-3304
832,-5228,19072,-1402,1381,-3255
1076,-4860,18888,-1504,989,-3188
1340,-5168,18708,-1563,820,-3244
1476,-4848,18124,-1864,1300,-2709
1272,-5068,18196,-1969,1284,-2938
1064,-5316,18424,-1857,1195,-3126
1092,-5372,18384,-1729,1207,-3161
1012,-5168,18640,-1622,1284,-3102
688,-4920,18456,-1577,1220,-3036
748,-4884,18580,-1646,1211,-2879
896,-4980,18692,-1687,1170,-2752
1120,-5036,18836,-1758,1144,-2551
904,-5180,18652,-1759,1046,-2607
144,-5600,19008,-1940,-381,-1372
356,-5796,18920,-1702,-362,-1243
348,-5748,18988,-1508,-375,-1204
388,-5868,18908,-1415,-440,-1119
368,-5684,18824,-1337,-526,-1171
-84,-3548,19072,-944,-421,-548
48,-3484,19000,-1035,-349,-566
56,-3468,18980,-1089,-451,-524
72,-3652,19008,-1197,-381,-602
184,-3568,19028,-1255,-241,-775
252,-3676,19012,-1234,-198,-789
180,-3664,19008,-1200,-109,-907
132,-3800,19212,-1000,-98,-897
16,-3740,19172,-894,-12,-889
32,-3492,19144,-861,117,-835
788,-4304,19268,-1437,-1,-2064
856,-4416,19340,-1251,68,-2147
948,-4488,19476,-984,123,-2296
772,-4280,19396,-956,337,-2441
592,-4308,19276,-981,379,-2524
564,-4356,19216,-1027,360,-2631
432,-4048,19192,-976,396,-2647
496,-4108,19328,-964,456,-2576
316,-4128,19240,-848,502,-2496
344,-4168,19112,-877,585,-2514
-200,-4012,19332,-1245,155,-3159
36,-4112,19424,-1257,-78,-3074
324,-4032,19428,-1300,-220,-3209
420,-4160,19124,-1264,-95,-3209
568,-4032,19176,-1249,222,-3331
556,-4260,19416,-1152,564,-3347
408,-4336,19416,-978,845,-3126
48,-3980,19376,-905,966,-2928
-92,-4116,19500,-914,845,-2786
-60,-4016,19560,-952,649,-2876
672,-4324,19000,-169,915,-2785
912,-4232,18796,-278,830,-2972
1032,-4044,18696,-444,785,-3458
760,-4004,18740,-567,752,-3867
500,-3852,18756,-650,727,-3903
384,-3860,19084,-726,776,-3802
384,-4040,19184,-797,697,-3633
324,-4228,19012,-856,484,-3687
436,-4400,19208,-805,322,-3895
468,-4236,19104,-708,481,-4032
-544,-3724,18988,-406,1779,-3355
-476,-3784,19152,-434,1431,-3518
-348,-3692,19100,-543,1335,-3653
-120,-3704,19064,-458,1525,-3536
4,-3872,19088,-251,1951,-3215
256,-3672,19084,-148,2392,-2766
-124,-3800,19180,-78,2700,-2494
-104,-3704,19148,3,2800,-2393
-40,-3696,19116,32,2861,-2427
-184,-3708,19372,-2,2944,-2510
-624,-3992,19244,-161,1661,-2905
-784,-3796,19016,-139,1692,-2975
-684,-3464,18840,-111,1773,-2775
-576,-3404,18752,-89,1905,-2522
-592,-3152,18932,-288,2041,-2487
-884,-3440,18916,-432,1784,-2514
-564,-3660,19028,-592,1501,-2800
-512,-3828,19176,-608,1291,-3117
-488,-4012,18932,-590,1242,-3267
-296,-3852,18904,-397,1495,-3330
-924,-3528,19044,-596,1017,-3215
-1092,-3592,19364,-566,1092,-3240
-1696,-3324,19424,-599,745,-3448
-2160,-3260,19500,-758,-168,-3707
-2108,-3440,19612,-947,-915,-3911
-1716,-3744,19700,-961,-1262,-3848
-1408,-3760,19392,-777,-1096,-3617
-1228,-3792,19240,-507,-659,-3228
-1008,-3564,19196,-264,-30,-2785
-940,-3548,19024,-199,260,-2401
-1820,-3072,19192,-536,605,-2553
-1668,-2880,19112,-671,276,-2644
-1296,-3124,19060,-694,164,-2606
-1156,-3200,18992,-720,218,-2602
-1172,-3104,18840,-748,167,-2409
-1020,-3132,19288,-782,193,-2323
-792,-3332,19024,-713,47,-2243
-552,-3460,19140,-710,66,-2243
-416,-3524,18928,-699,178,-2505
-372,-3728,19000,-721,137,-2795
-672,-3496,19092,-282,1491,-2898
-600,-3492,19008,-242,1942,-2741
-648,-3656,18848,-191,2365,-2716
-1084,-3544,18772,-159,2383,-2966
-1532,-3396,19092,-318,2064,-3399
-1684,-3176,19360,-570,2063,-3525
-1768,-3164,19392,-493,2186,-3308
-1888,-3164,19584,-410,2362,-2882
-2256,-2756,19860,-364,2202,-2528
-2344,-3088,19860,-452,1554,-2491
-1328,-3172,19196,-88,1130,-3387
-1492,-3304,18968,-274,970,-3604
-1484,-3268,18960,-401,1032,-3803
-1468,-3496,19048,-406,1299,-3810
-1644,-3408,19148,-308,1545,-3697
-1980,-3212,19292,-186,1595,-3422
-2276,-3064,19288,-190,1402,-3287
-2116,-3028,19328,-319,1186,-3379
-2012,-3168,19440,-402,893,-3508
-2168,-3380,19488,-321,638,-3561
-2160,-2908,18956,-6,1642,-3309
-2272,-2660,18840,-109,1584,-3286
-2128,-2556,18908,-258,1666,-3070
-1992,-2464,18712,-341,1796,-2845
-1984,-2704,18584,-416,1828,-2912
-2044,-2984,18852,-522,1608,-3129
-2104,-3204,18732,-508,1386,-3451
-2160,-3192,18664,-480,1267,-3871
-2324,-2912,18468,-445,1235,-4108
-2620,-2272,18260,-759,1113,-4073
-2612,-2756,18516,-1501,2067,-2567
-2588,-2952,18408,-1397,2448,-2657
-2700,-2780,18380,-1289,3054,-2620
-3252,-2708,18796,-1239,3422,-2468
-3804,-2704,19040,-1064,3480,-2148
-4408,-2456,19268,-1030,3131,-1678
-4716,-2588,19576,-1098,2529,-1462
-4860,-2876,19636,-998,1765,-1365
-4848,-2928,19380,-1022,1186,-1365
-4700,-2880,19308,-881,827,-1251
-3452,-3268,19136,-572,86,-236
-3396,-3112,18936,-646,15,-243
-3172,-2928,18832,-709,-208,-156
-3088,-3020,18560,-707,-181,-17
-2864,-2924,18736,-789,25,194
-2900,-3016,18764,-808,38,343
-2568,-3152,18828,-843,36,208
-2456,-3252,18772,-748,67,238
-2396,-3272,18732,-721,177,41
-2612,-2984,18664,-815,83,-161

48,-5212,19628,-13,921,952
40,-5164,19668,87,747,1058
184,-5020,19420,159,556,1122
160,-5092,19456,121,388,1111
360,-5056,19388,37,434,1015
472,-4972,19344,-129,449,722
512,-4912,19436,-287,389,338
436,-4964,19324,-399,447,112
364,-4788,19348,-622,575,44
-20,-5172,19356,-504,406,-31
-28,-5232,18952,-1439,445,959
144,-5240,18892,-1355,62,838
268,-5068,18752,-1485,-181,552
412,-5376,18660,-1685,-69,350
728,-5344,18600,-1736,65,182
552,-5516,18600,-1682,113,217
544,-5432,18572,-1691,90,412
636,-5432,18760,-1794,38,417
660,-5676,18564,-1732,-299,162
912,-5700,18624,-1574,-598,-132
1160,-6084,18248,-1417,-966,-1297
1388,-5984,18388,-1292,-780,-1551
1384,-6072,18232,-1249,-485,-1701
1284,-5908,18280,-1083,-501,-1795
1368,-6044,18412,-1055,-352,-1926
1324,-5832,18168,-1056,-192,-2171
1464,-5920,18096,-1066,146,-2212
1312,-5920,18272,-1129,382,-2176
1152,-5872,18176,-1122,371,-2201
1192,-5720,18236,-1164,-2,-2441
1856,-6220,18780,-738,923,-3151
1732,-6336,18620,-535,1049,-3355
1796,-5972,18516,-448,1195,-3509
1532,-5676,18468,-540,1215,-3568
1444,-5808,18492,-640,961,-3666
1276,-5884,18616,-763,696,-3816
1492,-5832,18548,-901,461,-3962
1416,-5916,18832,-954,380,-3966
1488,-6240,18756,-904,431,-3888
1700,-6380,18936,-729,674,-3858
1724,-5736,18492,-1264,-265,-4281
1760,-5932,18636,-1208,125,-4196
1820,-5888,18416,-1078,566,-3984
1616,-5836,18316,-1045,984,-3775
1544,-5760,18292,-1078,1242,-3680
1232,-5656,18504,-1016,1096,-3648
1128,-5524,18348,-1083,921,-3592
968,-5684,18544,-1119,718,-3619
896,-5696,18396,-1113,450,-3673
872,-5768,18460,-1027,78,-3709
1632,-5556,18036,-1658,-1054,-3538
2336,-5672,17900,-1708,-729,-3691
2524,-5584,18060,-1660,-74,-3723
2508,-5744,17832,-1522,562,-3536
2388,-5868,18044,-1347,1260,-3516
2116,-5800,17984,-1262,1882,-3510
1896,-5632,18096,-1158,2238,-3318
1740,-5676,18224,-1059,2393,-3141
1488,-5636,18096,-1003,2363,-2892
1380,-5504,18476,-1022,2308,-2795
1144,-5640,18556,-618,3183,-2766
1044,-5528,18556,-674,3086,-2863
1084,-5664,18812,-716,2889,-2897
976,-5716,18872,-753,2833,-2902
1104,-5888,18724,-699,2871,-2995
940,-6100,18592,-661,2705,-3094
936,-5900,18504,-640,2575,-3395
836,-5848,18724,-694,2580,-3501
944,-5668,18580,-611,2671,-3379
724,-5504,18620,-655,2775,-3175
-44,-5420,18584,-1288,671,-4097
64,-5384,18688,-1402,385,-4205
40,-5528,18948,-1544,146,-4162
332,-5720,18744,-1485,180,-4064
440,-5860,18688,-1365,307,-3963
852,-5748,18716,-1253,523,-3850
604,-5784,18696,-1112,687,-3736
436,-5648,18532,-1114,598,-3733
248,-5504,18792,-1198,287,-3963
248,-5532,18716,-1388,-350,-4177
632,-5516,18664,-714,1299,-3336
396,-5456,18724,-788,1169,-3160
272,-5368,18768,-868,922,-2716
468,-5524,18664,-1013,617,-2425
784,-5568,18448,-1028,476,-2479
900,-5696,18172,-1018,389,-2442
856,-5484,18368,-1053,400,-2424
620,-5696,18476,-1016,6,-2346
816,-5636,18596,-1061,-246,-2438
916,-5820,18412,-1188,-573,-2642
212,-4508,18804,-991,-259,-1340
676,-4616,18560,-1089,-508,-1364
1020,-4640,18552,-1222,-497,-1394
1208,-4804,18536,-1183,-352,-1445
1332,-5136,18812,-916,-61,-1489
1404,-4916,18660,-778,462,-1267
1620,-5056,18596,-551,920,-1166
1424,-5068,18476,-467,1146,-1176
1184,-4792,18692,-520,1081,-1336
1104,-4836,18752,-601,907,-1456
1080,-4704,18672,-631,1173,-1732
920,-4664,18716,-716,991,-1661
1260,-4944,18820,-722,968,-1554
1244,-5052,18868,-637,1188,-1511
1184,-5080,18984,-532,1274,-1451
1280,-4980,18996,-545,1274,-1480
1056,-4732,18796,-664,1079,-1483
1224,-4668,18628,-821,932,-1604
1028,-4600,18548,-1153,845,-1696
1084,-4724,18444,-1413,754,-1839
520,-4824,18632,-1290,573,-2168
692,-5020,18644,-1253,463,-2027
824,-5144,18628,-1194,506,-2080
728,-5272,18548,-1015,537,-2122
544,-4932,18540,-1008,574,-2141
364,-4820,18544,-1004,558,-2042
120,-4600,18348,-913,543,-1850
224,-4500,18340,-962,521,-1741
152,-4568,18688,-1018,337,-1733
156,-4636,18684,-1202,74,-1759
296,-4788,18628,-1373,111,-1806
316,-4796,18792,-1371,29,-1795
444,-4916,18860,-1358,169,-1786
512,-4976,18992,-1235,460,-1694
564,-5128,19196,-1035,863,-1391
-200,-5052,19380,-880,1029,-1176
-596,-5000,19448,-824,759,-911
-672,-4888,19392,-821,211,-689
-492,-4972,19288,-881,-295,-676
-64,-5068,19112,-966,-564,-788
-264,-4868,19040,-646,-282,-613
-228,-4772,19016,-679,-543,-540
-60,-5032,18788,-721,-602,-391
1096,-4224,18848,-1817,-1338,-121
1248,-4360,18764,-1924,-1186,-28
1556,-4560,18684,-1861,-1041,-30
1508,-4664,18576,-1683,-724,-15
1476,-4860,18700,-1344,-267,73
1372,-4848,18752,-918,-13,196
1420,-4524,18840,-751,350,341
1176,-4296,18784,-803,407,712
1180,-4540,18808,-875,219,942
1368,-4680,18920,-1113,-184,894
2828,-5676,18772,-1748,-2011,-1784
3036,-5980,18520,-1954,-2307,-2378
3420,-5884,18204,-1957,-2400,-2943
3644,-6152,17976,-1988,-2273,-3411
4064,-5908,18096,-1936,-1837,-3850
3820,-6084,18188,-1936,-1494,-3788
4068,-5880,18312,-1879,-1070,-3721
4076,-5832,18076,-1850,-851,-3658
3868,-6068,18060,-1720,-861,-3831
4044,-6116,17848,-1668,-1213,-4160
2648,-5208,18740,-591,1846,-5449
2316,-5264,18740,-570,1788,-5268
2156,-5036,18924,-752,1525,-5006
1980,-5092,18960,-1072,1139,-4846
2168,-5012,18812,-1360,651,-4673
2408,-5084,18828,-1530,393,-4491
2680,-5240,18620,-1584,367,-4551
2748,-5252,18324,-1586,474,-4528
2536,-5324,18548,-1618,297,-4513
2624,-5440,18580,-1520,305,-4652
2028,-4760,19084,-1298,503,-4799
2240,-4536,18760,-1639,82,-4537
2232,-4820,18540,-1804,-308,-4444
2760,-4916,18436,-1851,-434,-4344
2804,-5248,18480,-1788,-422,-4455
3048,-5184,18576,-1793,-59,-4699
3212,-5232,18716,-1847,280,-4754
3024,-5460,18836,-1507,243,-4655
3152,-5232,18820,-1164,590,-4467
3080,-5044,18628,-928,764,-4206
2936,-4664,18460,-740,789,-3320
2864,-4972,18304,-810,401,-3264
3136,-4908,18212,-696,256,-3439
3060,-4840,18076,-651,422,-3530
2784,-4292,18212,-754,399,-3669
