AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Gesture
692,-5020,18644,-1253,463,-2027,1
824,-5144,18628,-1194,506,-2080,1
728,-5272,18548,-1015,537,-2122,1
544,-4932,18540,-1008,574,-2141,1
364,-4820,18544,-1004,558,-2042,1
120,-4600,18348,-913,543,-1850,1
224,-4500,18340,-962,521,-1741,1
152,-4568,18688,-1018,337,-1733,1
156,-4636,18684,-1202,74,-1759,1
296,-4788,18628,-1373,111,-1806,1
316,-4796,18792,-1371,29,-1795,1
444,-4916,18860,-1358,169,-1786,1
512,-4976,18992,-1235,460,-1694,1
564,-5128,19196,-1035,863,-1391,1
-200,-5052,19380,-880,1029,-1176,1
-596,-5000,19448,-824,759,-911,1
-672,-4888,19392,-821,211,-689,1
-492,-4972,19288,-881,-295,-676,1
-64,-5068,19112,-966,-564,-788,1
-264,-4868,19040,-646,-282,-613,1
-228,-4772,19016,-679,-543,-540,1
-60,-5032,18788,-721,-602,-391,1
1096,-4224,18848,-1817,-1338,-121,1
1248,-4360,18764,-1924,-1186,-28,1
1556,-4560,18684,-1861,-1041,-30,1
1508,-4664,18576,-1683,-724,-15,1
1476,-4860,18700,-1344,-267,73,1
1372,-4848,18752,-918,-13,196,1
1420,-4524,18840,-751,350,341,1
1176,-4296,18784,-803,407,712,1
1180,-4540,18808,-875,219,942,1
1368,-4680,18920,-1113,-184,894,1
2828,-5676,18772,-1748,-2011,-1784,1
3036,-5980,18520,-1954,-2307,-2378,1
3420,-5884,18204,-1957,-2400,-2943,1
3644,-6152,17976,-1988,-2273,-3411,1
4064,-5908,18096,-1936,-1837,-3850,1
3820,-6084,18188,-1936,-1494,-3788,1
4068,-5880,18312,-1879,-1070,-3721,1
4076,-5832,18076,-1850,-851,-3658,1
3868,-6068,18060,-1720,-861,-3831,1
4044,-6116,17848,-1668,-1213,-4160,1
2648,-5208,18740,-591,1846,-5449,1
2316,-5264,18740,-570,1788,-5268,1
2156,-5036,18924,-752,1525,-5006,1
1980,-5092,18960,-1072,1139,-4846,1
2168,-5012,18812,-1360,651,-4673,1
2408,-5084,18828,-1530,393,-4491,1
2680,-5240,18620,-1584,367,-4551,1
2748,-5252,18324,-1586,474,-4528,1
2536,-5324,18548,-1618,297,-4513,1
2624,-5440,18580,-1520,305,-4652,1
2028,-4760,19084,-1298,503,-4799,1
2240,-4536,18760,-1639,82,-4537,1
2232,-4820,18540,-1804,-308,-4444,1
2760,-4916,18436,-1851,-434,-4344,1
2804,-5248,18480,-1788,-422,-4455,1
3048,-5184,18576,-1793,-59,-4699,1
3212,-5232,18716,-1847,280,-4754,1
3024,-5460,18836,-1507,243,-4655,1
3152,-5232,18820,-1164,590,-4467,1
3080,-5044,18628,-928,764,-4206,1
2936,-4664,18460,-740,789,-3320,1
2864,-4972,18304,-810,401,-3264,1
3136,-4908,18212,-696,256,-3439,1
3060,-4840,18076,-651,422,-3530,1
2784,-4292,18212,-754,399,-3669,1
2728,-4012,18532,-1036,65,-3669,1
2736,-4304,18648,-1280,-134,-3575,1
2668,-4324,18628,-1537,-228,-3551,1
2804,-4568,18676,-1721,-174,-3535,1
3024,-4660,18620,-1836,-78,-3553,1
3700,-4972,18564,-681,1376,-3607,1
3564,-4944,18576,-461,1669,-3701,1
3300,-4492,18296,-541,1695,-3725,1
3048,-4124,18160,-779,1414,-3793,1
2920,-4100,17720,-1235,1150,-3942,1
3228,-4044,17536,-1716,793,-4167,1
2992,-4360,17328,-2099,531,-4297,1
3396,-4512,17356,-2376,444,-4721,1
3656,-4564,17564,-2373,765,-5015,1
3648,-4808,18032,-2132,1324,-5080,1
3576,-4392,18956,-1185,1359,-3595,1
3828,-4712,18896,-1046,1610,-3447,1
3792,-4776,18964,-850,1781,-3526,1
3788,-4832,18796,-691,1913,-3574,1
3804,-4852,18608,-651,2225,-3654,1
3440,-4540,18616,-674,2289,-3686,1
3252,-4456,18740,-701,2089,-3598,1
3156,-4244,18744,-777,1864,-3491,1
3100,-4228,18844,-806,1695,-3431,1
2968,-4244,18592,-830,1618,-3394,1
2928,-3992,18600,-900,451,-2779,1
2992,-4092,18440,-1064,329,-2838,1
3292,-4092,18376,-1184,593,-2933,1
3272,-4276,18592,-1089,941,-2829,1
3372,-4016,18632,-1035,1341,-2771,1
3048,-3856,18856,-1022,1503,-2663,1
2884,-3736,18808,-1109,1509,-2572,1
2708,-3996,18900,-1090,1529,-2513,1
2744,-4252,18980,-977,1462,-2410,1
2904,-4360,18948,-839,1333,-2553,1
2808,-4148,19196,-587,1354,-2049,1
2848,-4232,18988,-675,1096,-2144,1
2980,-4160,18884,-825,999,-2308,1
3272,-3964,18768,-919,1088,-2357,1
2980,-4068,18852,-923,1138,-2314,1
3228,-3972,19032,-864,1259,-2152,1
3148,-4072,19176,-898,1313,-2131,1
3128,-4276,18908,-950,1342,-2285,1
2972,-4252,18616,-1058,1303,-2487,1
2912,-4064,18404,-1331,1320,-2723,1
2324,-4548,19336,-1023,1680,-2697,1
2672,-4452,19356,-869,1454,-2726,1
2708,-4488,19100,-701,1374,-2756,1
3116,-4288,18660,-680,1482,-2811,1
3096,-4428,18592,-708,1697,-2862,1
2900,-4440,18576,-778,1959,-2984,1
2920,-4488,18656,-811,2081,-3175,1
2540,-4188,18828,-909,2136,-3341,1
2332,-3996,18952,-1097,2098,-3425,1
2004,-3708,19072,-1277,2053,-3307,1
2568,-4648,18664,-2068,1580,-3713,1
2660,-4648,18772,-1805,1855,-3456,1
2500,-4288,18672,-1639,1980,-3370,1
2128,-4380,18700,-1796,2043,-3390,1
1776,-4372,18888,-1759,1921,-3391,1
1780,-4468,19008,-1520,1735,-3236,1
1876,-4380,19040,-1257,1749,-3061,1
1888,-4400,19260,-1173,1681,-2941,1
1696,-4380,19048,-1179,1549,-2895,1
1492,-4472,19008,-1325,1113,-2897,1
1524,-4272,19016,-1020,1874,-3079,1
1248,-4084,19012,-1045,1491,-2938,1
980,-4100,19100,-1216,1199,-2729,1
1236,-4020,19120,-1143,1197,-2441,1
1324,-4036,18904,-1043,1379,-2170,1
972,-4120,18816,-1061,1485,-2010,1
1128,-4064,18992,-1135,1464,-1972,1
1104,-4128,18828,-1166,1254,-1957,1
1544,-4104,18808,-1145,1256,-2130,1
1628,-4148,18532,-1304,1402,-2242,1
1112,-4604,19108,-1017,1464,-2598,1
1536,-4652,19016,-980,1685,-2772,1
1364,-4872,19032,-920,1826,-3063,1
1260,-4756,19044,-863,1773,-3172,1
960,-4844,19120,-691,1572,-3044,1
1068,-4488,18920,-607,1706,-2809,1
948,-4388,19012,-636,1875,-2594,1
656,-4184,19120,-681,2011,-2357,1
720,-3928,19076,-758,2065,-2058,1
332,-3840,19260,-891,1916,-1743,1
692,-4748,19056,-302,1276,-1239,1
824,-4336,19064,-550,1313,-1229,1
728,-4296,18824,-840,1243,-1387,1
436,-4436,19188,-911,929,-1317,1
216,-4208,19328,-1029,642,-1031,1
-28,-4420,19384,-1136,138,-1028,1
20,-4452,19316,-1203,-365,-1125,1
484,-4208,19152,-1260,-513,-1048,1
596,-4512,19116,-1057,-370,-697,1
848,-4716,18860,-921,-5,-665,1
1084,-4636,18764,-1094,293,-1060,1
756,-4700,18848,-1045,268,-1035,1
488,-4480,18740,-1171,195,-1161,1
448,-4300,18616,-1247,-9,-1193,1
516,-4032,18632,-1173,-76,-833,1
468,-4220,18788,-1230,51,-648,1
392,-4548,18956,-1170,-40,-579,1
408,-4356,19040,-1246,-271,-594,1
480,-4420,18840,-1226,-342,-617,1
724,-4388,18788,-1197,-81,-570,1
196,-3976,19064,-952,-260,49,1
408,-4152,19168,-982,-600,191,1
532,-4180,18948,-1019,-712,242,1
580,-4440,18988,-1078,-618,215,1
608,-4764,19044,-1036,-728,38,1
704,-4528,19116,-1068,-961,-159,1
692,-4604,19024,-1149,-1144,-234,1
1072,-4496,18832,-1112,-777,-300,1
1076,-4132,19048,-990,-378,-113,1
828,-4144,19100,-939,-38,177,1
308,-4488,19092,1277,1764,3193,1
-336,-3952,19416,1477,2245,3877,1
-804,-3680,19956,1175,1703,4466,1
-556,-4556,20144,794,592,4678,1
-344,-5428,19012,-1992,-812,-1078,1
-264,-5496,19016,-2129,-969,-1167,1
-64,-5692,18788,-2210,-1227,-1527,1
420,-5984,18620,-2188,-1167,-2003,1
688,-5808,18520,-2105,-922,-2254,1
792,-5752,18552,-2045,-503,-2241,1
652,-5784,18472,-1775,-149,-2013,1
268,-5556,18584,-1506,-220,-1653,1
332,-5152,18380,-1671,-433,-1320,1
160,-5148,18628,-1995,-793,-1306,1
1308,-6716,18536,-1231,908,-3918,1
1244,-6544,18320,-1425,857,-4215,1
1080,-6540,18616,-1492,587,-4364,1
1212,-6488,18400,-1607,504,-4529,1
1300,-6788,18316,-1524,619,-4630,1
1356,-6836,18248,-1352,730,-4527,1
1664,-6772,18264,-1037,1174,-4196,1
1608,-6792,18048,-781,1608,-3984,1
1484,-6632,18204,-707,1889,-3990,1
1264,-6772,18168,-807,1999,-4356,1
724,-6300,18812,-757,1154,-4176,1
764,-6260,18636,-848,1062,-4046,1
924,-6648,18552,-835,906,-4089,1
1168,-6572,18436,-912,965,-4212,1
1412,-6456,18152,-921,1096,-4331,1
1144,-6416,18340,-918,1393,-4411,1
1148,-6416,18512,-736,1584,-4393,1
1000,-6248,18372,-700,1692,-4284,1
944,-6532,18340,-677,1648,-4358,1
1016,-6460,18296,-618,1629,-4470,1
400,-5544,18620,7,2133,-4003,1
352,-5544,18592,-203,1684,-3946,1
496,-5808,18464,-389,1436,-3963,1
616,-5996,18164,-524,1499,-3991,1
800,-6344,18312,-451,1712,-4305,1
656,-6212,18460,-213,1850,-4509,1
628,-5936,18340,-46,1898,-4514,1
612,-5836,18232,171,2031,-4390,1
628,-5552,18320,92,2091,-4248,1
296,-5384,18384,23,1846,-4127,1
-116,-5332,18724,-215,3073,-3330,1
-240,-5508,18752,-88,2980,-3227,1
-204,-5416,18728,-99,2904,-3140,1
-484,-5376,18928,-74,2683,-3046,1
-368,-5540,18684,-164,2584,-3184,1
-652,-5584,18696,-338,2327,-3442,1
-688,-5324,18800,-479,2008,-3659,1
-336,-5168,18668,-651,1826,-3855,1
-780,-5076,18824,-893,1390,-3898,1
-716,-5128,18840,-1073,1063,-3860,1
-188,-5272,18632,-539,1662,-3507,1
-316,-5396,18780,-418,1610,-3380,1
-276,-5224,18840,-430,1689,-3297,1
-436,-5244,18712,-549,1572,-3273,1
-592,-5252,18796,-681,1180,-3247,1
-148,-5448,18576,-648,1313,-3210,1
12,-5700,18544,-311,1667,-3170,1
280,-5684,18512,142,2299,-3089,1
-60,-5412,18680,509,2708,-2836,1
-476,-5212,18744,632,2869,-2684,1
-832,-4752,18768,-430,1060,-2879,1
-620,-4876,18608,-607,924,-2919,1
-392,-4968,18664,-708,929,-2910,1
-368,-5180,18532,-538,1029,-2913,1
-184,-5344,18464,-199,1236,-2710,1
-124,-5204,18420,41,1475,-2771,1
-268,-4864,18316,20,1524,-2730,1
-500,-4864,18332,-173,1549,-2752,1
-632,-4872,18416,-328,1566,-2782,1
-780,-4748,18372,-451,1419,-2766,1
-1140,-4932,18784,-428,2534,-2173,1
-1156,-4944,18820,-391,2354,-2437,1
-1112,-4960,18888,-336,2251,-2696,1
-1032,-4660,19140,-223,2120,-2790,1
-1232,-4440,18948,-229,1909,-2624,1
-1216,-4600,18896,-419,1869,-2553,1
-1312,-4772,18884,-469,1926,-2503,1
-1164,-4904,18800,-504,2147,-2467,1
-1260,-4876,18904,-451,2280,-2372,1
-1328,-5000,19048,-364,2433,-2411,1
-1596,-4848,19160,-1490,-776,-2699,1
-1628,-5132,19072,-1588,-1191,-2929,1
-1116,-5272,18788,-1504,-1260,-3293,1
-1256,-5108,18928,-1427,-1263,-3335,1
-1220,-4816,18624,-1378,-1110,-3253,1
-936,-4744,18552,-1444,-939,-3172,1
-784,-4656,18484,-1550,-728,-3084,1
-668,-4628,18464,-1576,-601,-3048,1
-696,-4756,18564,-1738,-496,-3102,1
-556,-5260,18528,-1683,-290,-3239,1
-936,-4924,18304,-1196,520,-2964,1
-1076,-4604,18348,-1125,939,-2743,1
-1300,-4208,18348,-1191,1238,-2513,1
-1512,-4420,18328,-1122,1185,-2197,1
-1416,-4744,18480,-1049,1194,-2002,1
-1356,-4776,18624,-928,1229,-1934,1
-1572,-4988,18812,-948,1085,-1791,1
-1500,-4888,18856,-913,961,-1750,1
-1220,-4824,18832,-934,949,-1743,1
-1068,-5020,18880,-837,1025,-1814,1
-1484,-4992,19060,-496,1112,-1112,1
-1260,-5076,19072,-482,848,-1152,1
-1340,-5076,18980,-517,685,-1291,1
-1192,-5268,18960,-449,464,-1460,1
-1040,-5096,18768,-543,308,-1657,1
-1072,-5172,18736,-570,256,-1853,1
-904,-5120,18644,-599,365,-1817,1
-672,-5180,18620,-411,696,-1684,1
-616,-5048,18544,-192,1075,-1432,1
-652,-4872,18560,-103,1404,-1239,1
-1056,-5188,19036,-530,235,-450,1
1464,-4888,18124,-1474,1133,-2474,1
1260,-4872,18528,-1660,843,-2592,1
1252,-5120,18748,-1810,486,-2690,1
1232,-5236,19032,-1821,108,-2720,1
1636,-5408,19084,-1870,-10,-2678,1
1716,-5516,19060,-1767,-173,-2746,1
1912,-5528,19032,-1595,-139,-2866,1
2084,-5404,18868,-1616,-47,-3037,1
1904,-5492,18800,-1598,90,-2917,1
1876,-5564,18768,-1562,246,-2905,1
2796,-5800,18548,-2129,648,-4600,1
2700,-5984,18344,-1948,838,-4491,1
2520,-5648,18568,-1850,1062,-4440,1
2412,-5760,18576,-2019,1166,-4516,1
2420,-6044,18576,-1957,1046,-4564,1
2244,-5816,18772,-1972,935,-4575,1
2200,-6064,18764,-1995,623,-4599,1
2208,-6176,18700,-1954,183,-4713,1
2680,-6136,18632,-2016,-162,-4871,1
2828,-6264,18344,-2008,-129,-4998,1
1956,-5836,19040,-1702,312,-5006,1
2060,-5852,18680,-1727,303,-4963,1
2340,-6340,18720,-1535,250,-4926,1
2308,-6276,18664,-1418,455,-5048,1
2224,-6152,18600,-1459,458,-5194,1
2116,-5988,18696,-1521,508,-5221,1
2276,-6228,18732,-1452,772,-5135,1
2228,-6352,18832,-1132,963,-4934,1
2108,-6300,18876,-811,1158,-4810,1
2028,-5980,18792,-741,1269,-4816,1
2412,-5760,17928,-626,2601,-4015,1
2300,-5892,17828,-636,2757,-4181,1
2416,-5732,17988,-491,2793,-4161,1
2112,-5664,17908,-429,2944,-4179,1
2036,-5304,17984,-516,2941,-4215,1
1928,-5052,17956,-748,2706,-4254,1
1780,-5296,17976,-957,2481,-4348,1
1860,-5360,17988,-938,2366,-4387,1
1916,-5392,17952,-925,2582,-4307,1
1856,-5340,17904,-889,2901,-4203,1
1260,-5796,18284,-785,2852,-3828,1
1124,-5552,18348,-643,3207,-3639,1
844,-5188,18436,-709,3377,-3556,1
524,-4948,18556,-815,3159,-3519,1
352,-4948,18512,-1103,2646,-3599,1
440,-5340,18788,-1131,2324,-3558,1
348,-5520,18836,-1009,2239,-3358,1
212,-5288,18960,-930,2030,-3207,1
516,-5292,18788,-922,1700,-3226,1
860,-5372,18708,-972,1487,-3401,1
540,-4988,18944,-825,1211,-2888,1
644,-5312,18852,-1020,1006,-2958,1
852,-5768,18772,-1009,836,-3146,1
776,-5872,18688,-827,946,-3258,1
716,-5772,18720,-609,1382,-3221,1
656,-5472,18752,-341,1935,-2919,1
376,-5180,18700,-106,2317,-2487,1
-252,-4776,18920,-120,2392,-2139,1
-800,-4440,19228,-409,1564,-1807,1
-1052,-4812,19556,-819,-171,-1654,1
908,-5316,18968,-1241,656,-3270,1
916,-5536,18752,-1298,382,-3397,1
1488,-5252,18692,-1217,479,-3421,1
1620,-5352,18444,-1020,813,-3328,1
1480,-5252,18516,-839,1134,-3101,1
1532,-5296,18476,-892,1327,-3155,1
1160,-5384,18760,-869,1188,-3212,1
1208,-5484,19008,-868,1300,-3183,1
1208,-5316,18976,-860,1390,-3164,1
1028,-5052,19032,-929,1332,-3081,1
840,-5664,18636,-1053,1905,-2872,1
628,-5696,18680,-968,1936,-2930,1
612,-5552,18908,-932,1930,-2888,1
608,-5084,18800,-1088,1890,-2996,1
408,-5028,18756,-1243,1702,-2902,1
380,-5160,18948,-1266,1505,-2731,1
376,-5468,19036,-1195,1375,-2588,1
752,-5324,19028,-1125,1591,-2576,1
672,-5516,18936,-1012,1662,-2577,1
736,-5320,18944,-852,1897,-2569,1
632,-5288,19104,-551,1486,-1943,1
756,-5176,18984,-576,1245,-2131,1
924,-5132,18984,-586,1129,-2213,1
988,-5236,19188,-661,1252,-2295,1
948,-5228,18884,-583,1332,-2360,1
892,-5160,19128,-635,1101,-2377,1
736,-5268,18876,-579,789,-2270,1
940,-5112,18840,-653,503,-2186,1
1508,-5256,18532,-665,636,-2319,1
1504,-5352,18160,-599,1135,-2445,1
924,-5064,18720,-1106,815,-2623,1
800,-5100,18768,-1173,781,-2694,1
832,-5160,18956,-1214,668,-2701,1
984,-5176,18696,-1227,673,-2734,1
1108,-5276,18792,-1246,789,-2748,1
980,-5552,18748,-1153,636,-2784,1
1320,-5388,18636,-979,754,-2691,1
1464,-5320,18432,-894,1204,-2795,1
1352,-5052,18584,-771,1431,-2674,1
1020,-4992,18584,-846,1614,-2592,1
752,-5284,18540,-662,1194,-3589,1
408,-5020,18556,-805,1175,-3617,1
204,-4976,18580,-908,966,-3588,1
192,-5024,18904,-961,578,-3648,1
268,-5088,18996,-875,253,-3613,1
336,-5080,19140,-811,69,-3467,1
448,-5016,19008,-834,-162,-3403,1
684,-5072,18812,-843,-188,-3356,1
760,-5000,18756,-834,-102,-3381,1
812,-5016,18872,-964,-113,-3347,1
596,-5172,18884,-728,1235,-2433,1
288,-5144,18884,-605,1427,-2220,1
240,-5136,18736,-495,1606,-2028,1
432,-5000,18776,-460,1754,-1946,1
324,-5028,18744,-468,1801,-1958,1
296,-4916,18744,-493,1677,-1922,1
348,-4836,18532,-608,1706,-1902,1
424,-4960,18400,-643,1827,-1784,1
268,-5000,18448,-700,1908,-1716,1
48,-4996,18468,-816,1979,-1726,1
-176,-4696,18696,-1020,576,-1448,1
-344,-4812,18684,-1005,570,-1301,1
-472,-4952,18640,-940,690,-1206,1
-564,-4772,18788,-895,644,-1215,1
-556,-4880,18728,-919,517,-1099,1
-356,-4788,18820,-874,432,-1132,1
-508,-4676,18656,-914,362,-1036,1
-412,-4636,18652,-963,414,-825,1
-120,-4756,18736,-948,884,-659,1
-264,-4884,18684,-820,1203,-585,1
-168,-4836,18816,-858,63,-605,1
-272,-4776,18988,-897,-29,-489,1
-172,-4564,19000,-882,-198,-312,1
108,-4636,18644,-995,-326,-240,1
392,-4836,18620,-1051,-290,-352,1
500,-5280,18536,-998,-48,-469,1
564,-5068,18496,-979,238,-491,1
456,-4788,18796,-1153,439,-438,1
160,-5008,18888,-1144,399,-449,1
220,-4932,18960,-1208,434,-496,1
-24,-4232,19064,-904,447,-994,1
-368,-4604,18892,-652,349,-177,1
200,-4304,18768,-731,524,53,1
-160,-4812,19016,-625,280,-72,1
24,-5184,19376,-419,-106,-492,1
332,-5096,19232,-474,-329,-1127,1
628,-5000,19420,-711,-401,-1665,1
684,-4952,19164,-1052,-570,-1972,1
1012,-5000,19104,-1280,-584,-2310,1
1024,-4824,19128,-1196,-886,-2307,1
2344,-5360,18656,-2641,-203,-4230,1
2356,-5180,18688,-2486,314,-4281,1
2404,-5200,18716,-2277,1074,-4171,1
2188,-5368,18788,-2062,1660,-3973,1
1916,-5500,18972,-1815,1943,-3905,1
1752,-5408,19132,-1606,1784,-3916,1
1640,-5500,18936,-1590,1553,-4042,1
1756,-5588,19008,-1677,1346,-4352,1
2128,-5592,18880,-1773,1322,-4882,1
1996,-5552,18908,-1661,1277,-5044,1
1604,-5780,19136,-1195,428,-4750,1
1552,-5548,19096,-1260,148,-4664,1
1608,-5540,18784,-1303,-399,-4792,1
1612,-5624,18680,-1550,-983,-5123,1
1544,-5364,18420,-1824,-1848,-5614,1
1580,-5096,18352,-2215,-2846,-5764,1
1788,-5376,18192,-2308,-3494,-5760,1
2080,-5556,18208,-2298,-3682,-5775,1
2580,-5668,18244,-2404,-3198,-5941,1
2544,-5920,18152,-2338,-3007,-6190,1
2176,-5300,18284,-1318,2244,-4964,1
2220,-5384,18500,-1405,1752,-4893,1
2228,-5384,18436,-1542,1410,-4964,1
2452,-5276,18152,-1569,1350,-5008,1
2520,-5332,18296,-1613,1551,-5001,1
2512,-5412,18268,-1576,1895,-4911,1
2680,-5628,18400,-1601,2002,-4918,1
2620,-5864,18444,-1235,1998,-4680,1
2396,-5452,18520,-1000,1838,-4459,1
2324,-5060,18540,-1068,1593,-4279,1
2492,-5644,18916,-1779,1083,-3614,1
2492,-5564,18752,-1732,992,-3721,1
2520,-5524,18820,-1812,931,-3785,1
2752,-5700,18672,-1876,990,-3746,1
2700,-5716,18604,-1839,1089,-3803,1
2620,-5700,18696,-1694,1385,-3791,1
2596,-5520,18960,-1682,1723,-3668,1
2388,-5456,18908,-1717,1751,-3545,1
2432,-5768,18996,-1652,1654,-3464,1
2388,-5940,19056,-1448,1427,-3453,1
1932,-4784,18472,-686,615,-810,1
2140,-4964,18456,-853,497,-825,1
2304,-4896,18604,-975,345,-823,1
2436,-5096,18660,-1064,356,-879,1
2712,-5460,18712,-1009,206,-1060,1
2792,-5460,18640,-1063,139,-1382,1
2976,-5364,18360,-1205,-232,-1772,1
3292,-5240,18544,-1389,-686,-2318,1
3620,-5448,18216,-1579,-887,-2871,1
4128,-5308,17996,-1798,-765,-3290,1
1840,-6036,18948,-1760,2464,-3607,1
1720,-5952,18928,-1780,2283,-3517,1
2008,-5956,18720,-1657,2031,-3432,1
2052,-5844,18780,-1505,1632,-3353,1
2072,-6020,18452,-1357,1240,-3334,1
2348,-5984,18324,-1315,1282,-3482,1
2296,-5656,18260,-1438,1551,-3487,1
2424,-5776,18264,-1572,1903,-3562,1
2304,-5768,18408,-1530,2177,-3351,1
1952,-5836,18416,-1546,2450,-3103,1
1192,-5456,18392,-1255,1119,-2369,1
1312,-5464,18212,-1237,922,-2301,1
1664,-5460,18160,-1339,969,-2309,1
1732,-5820,18100,-1465,867,-2337,1
2056,-5840,18144,-1528,997,-2464,1
2100,-5992,18224,-1474,1356,-2376,1
1936,-5892,17988,-1252,1721,-2404,1
1492,-5580,18096,-1245,1968,-2159,1
1132,-5644,18376,-1342,1955,-1948,1
848,-5820,18552,-1553,1904,-1919,1
-1504,-4384,18860,-1297,325,762,1
-1660,-4176,18956,-1290,178,786,1
-1556,-4296,19132,-1434,94,656,1
-1520,-4276,18792,-1624,14,459,1
-1140,-4188,18848,-1803,314,266,1
-1448,-4408,18648,-1652,164,278,1
-1336,-4252,18772,-1610,370,357,1
-1224,-4248,18888,-1585,355,448,1
-1464,-4280,18760,-1680,438,465,1
-1504,-4228,18932,-1804,161,370,1
-1644,-4244,18872,-1180,-1585,-213,1
-1804,-3960,18856,-1358,-2039,174,1
-1400,-3840,18568,-1715,-2174,618,1
-1508,-4308,18976,-1807,-2246,944,1
-1260,-4668,18928,-1781,-2279,763,1
-876,-4988,18848,-1656,-2264,29,1
-748,-5324,19024,-1286,-2367,-786,1
-380,-5224,18888,-976,-2530,-1721,1
-372,-4668,18764,-1125,-2469,-2419,1
-316,-4316,18824,-1329,-2493,-2625,1
208,-5180,18876,-1678,-1519,-3029,1
396,-5104,18656,-1916,-1412,-3529,1
540,-5320,18600,-2181,-1199,-4081,1
496,-5320,18500,-2171,-921,-4306,1
632,-5356,18432,-1977,-540,-4434,1
596,-5220,18568,-1770,-8,-4328,1
572,-5188,18444,-1597,302,-4301,1
660,-5068,18492,-1761,634,-4480,1
420,-5236,18332,-2024,964,-4589,1
368,-5284,18228,-1987,1008,-4721,1
488,-5384,18240,-2101,1584,-5654,1
192,-5544,18256,-2009,1754,-5414,1
240,-5604,18460,-2012,1788,-5319,1
248,-5616,18648,-2085,1757,-5362,1
264,-6024,18636,-2171,1638,-5534,1
116,-6024,18728,-2057,1720,-5703,1
112,-5756,18728,-2069,1847,-5716,1
-164,-6052,18824,-1819,1685,-5596,1
-40,-5912,18756,-1682,1706,-5449,1
-148,-5592,18768,-1691,1611,-5248,1
-20,-5992,19048,-1475,946,-4966,1
-44,-6068,18732,-1383,1013,-4737,1
252,-6252,18708,-1231,1146,-4727,1
92,-6128,18680,-1073,1296,-4764,1
-20,-6128,18700,-1114,1467,-4827,1
-48,-6060,18804,-1030,1606,-4842,1
-120,-6004,18736,-957,1735,-4657,1
-480,-5732,18716,-972,1663,-4326,1
-632,-5888,18816,-993,1486,-4012,1
-608,-5784,18868,-994,1304,-3875,1
-96,-6004,18572,-586,122,-2787,1
-156,-5748,18648,-516,211,-2675,1
4,-5404,18640,-538,410,-2593,1
-184,-5556,18592,-530,545,-2380,1
-208,-5672,18660,-458,547,-2159,1
-68,-5784,18596,-356,434,-2037,1
20,-5532,18792,-379,343,-2041,1
0,-5620,18676,-445,253,-2108,1
156,-5820,18808,-375,336,-2248,1
324,-5800,18748,-373,448,-2302,1
372,-5788,18544,-342,734,-1940,1
224,-5792,18572,-271,716,-1939,1
192,-5868,18672,-136,619,-2085,1
168,-5908,18324,-68,666,-2105,1
252,-5736,18372,-38,640,-1997,1
540,-5808,18276,108,841,-1781,1
728,-5772,18144,281,1240,-1701,1
532,-5808,18048,482,1555,-1460,1
404,-5376,17820,475,1626,-1209,1
528,-5164,17576,275,1641,-1225,1
-540,-4996,19092,-229,1935,-2044,1
-828,-5076,19020,-330,1766,-1964,1
-628,-5372,19176,-311,1605,-1905,1
-440,-5280,19196,-304,1675,-1769,1
-480,-5568,19396,-199,1715,-1828,1
-308,-5472,19304,-149,1654,-2071,1
-672,-5456,19320,-87,1607,-2180,1
-732,-5312,19248,-108,1454,-2199,1
-736,-5284,19264,-112,1335,-2117,1
-560,-5488,19112,-97,1230,-2133,1
-1108,-5216,19072,-290,732,-2304,1
-1068,-4996,18952,-363,512,-2524,1
-1128,-4900,18876,-497,356,-2666,1
-1188,-4976,18852,-548,31,-2889,1
-1128,-4868,18864,-660,-299,-2914,1
-1040,-4836,18736,-768,-470,-2857,1
-864,-4796,18836,-872,-661,-2837,1
-752,-5036,18956,-867,-832,-2903,1
-728,-4840,18568,-965,-1000,-3061,1
-828,-4704,18600,-1169,-1318,-3247,1
116,-5204,18436,-997,-534,-2726,1
308,-5208,18512,-979,-464,-2850,1
408,-5188,18636,-914,-313,-3007,1
524,-5300,18772,-773,-88,-3081,1
688,-5096,18408,-594,42,-2917,1
476,-4992,18168,-635,424,-2759,1
360,-5016,18176,-677,648,-2580,1
228,-4772,18284,-757,725,-2537,1
64,-4944,18596,-916,548,-2492,1
184,-4904,18604,-1037,274,-2655,1
456,-5276,18788,-1077,746,-2542,1
372,-5544,18608,-982,570,-2657,1
356,-5388,18720,-930,557,-2718,1
652,-5524,18788,-774,733,-2624,1
704,-5628,18540,-630,1117,-2471,1
624,-5292,18476,-498,1464,-2273,1
296,-5040,18480,-501,1646,-2131,1
-112,-5432,18436,-454,1461,-1929,1
28,-5188,18652,-469,1350,-1952,1
-8,-5272,18636,-392,1182,-1882,1
688,-5412,18672,-1249,-351,-3376,1
788,-5432,18880,-1251,-110,-3409,1
860,-5588,19000,-1183,55,-3369,1
904,-5524,18888,-1046,280,-3375,1
808,-5552,18788,-1007,531,-3408,1
800,-5216,18652,-1004,676,-3351,1
720,-5224,18640,-1069,774,-3337,1
472,-5264,18740,-986,794,-3181,1
468,-5356,18712,-1011,908,-3101,1
320,-5304,18960,-967,869,-3045,1
860,-5260,19004,-975,130,-2982,1
892,-5564,18732,-828,265,-2907,1
1184,-5472,18680,-673,637,-2853,1
